Date,Sal_temp,Sal_max,Sal_min,Sal_dwp,Sal_mx_dwp,Sal_mi_dwp,Sal_pressure,Sal_humidity,Sal_wind,Sal_clouds,Sal_temp_1,Sal_temp_2,Sal_temp_3,Sal_max_1,Sal_max_2,Sal_max_3,Sal_min_1,Sal_min_2,Sal_min_3,Sal_dwp_1,Sal_dwp_2,Sal_dwp_3,Sal_mx_dwp_1,Sal_mx_dwp_2,Sal_mx_dwp_3,Sal_mi_dwp_1,Sal_mi_dwp_2,Sal_mi_dwp_3,Sal_pressure_1,Sal_pressure_2,Sal_pressure_3,Sal_humidity_1,Sal_humidity_2,Sal_humidity_3,Sal_wind_1,Sal_wind_2,Sal_wind_3,Sal_clouds_1,Sal_clouds_2,Sal_clouds_3
2017-01-14,27.333333333333332,27.333333333333332,27.333333333333332,21.241666666666664,21.241666666666664,21.241666666666664,1011.75,69.54166666666667,4.0,20.666666666666668,27.375,27.666666666666668,28.0,27.375,27.666666666666668,28.0,27.375,27.666666666666668,28.0,21.816666666666666,22.40833333333333,22.249999999999996,21.816666666666666,22.40833333333333,22.249999999999996,21.816666666666666,22.40833333333333,22.249999999999996,1012.4166666666666,1012.0833333333334,1011.9166666666666,72.20833333333333,73.70833333333333,71.25,5.166666666666667,4.666666666666667,5.833333333333333,31.833333333333332,35.833333333333336,40.833333333333336
2017-01-15,27.458333333333332,27.458333333333332,27.458333333333332,21.316666666666663,21.316666666666663,21.316666666666663,1011.5833333333334,69.29166666666667,4.166666666666667,24.166666666666668,27.333333333333332,27.375,27.666666666666668,27.333333333333332,27.375,27.666666666666668,27.333333333333332,27.375,27.666666666666668,21.241666666666664,21.816666666666666,22.40833333333333,21.241666666666664,21.816666666666666,22.40833333333333,21.241666666666664,21.816666666666666,22.40833333333333,1011.75,1012.4166666666666,1012.0833333333334,69.54166666666667,72.20833333333333,73.70833333333333,4.0,5.166666666666667,4.666666666666667,20.666666666666668,31.833333333333332,35.833333333333336
2017-01-16,27.541666666666668,27.541666666666668,27.541666666666668,20.758333333333333,20.758333333333333,20.758333333333333,1012.125,66.08333333333333,4.208333333333333,38.75,27.458333333333332,27.333333333333332,27.375,27.458333333333332,27.333333333333332,27.375,27.458333333333332,27.333333333333332,27.375,21.316666666666663,21.241666666666664,21.816666666666666,21.316666666666663,21.241666666666664,21.816666666666666,21.316666666666663,21.241666666666664,21.816666666666666,1011.5833333333334,1011.75,1012.4166666666666,69.29166666666667,69.54166666666667,72.20833333333333,4.166666666666667,4.0,5.166666666666667,24.166666666666668,20.666666666666668,31.833333333333332
2017-01-17,26.375,26.375,26.375,21.666666666666668,21.666666666666668,21.666666666666668,1014.4583333333334,76.45833333333333,4.0,45.0,27.541666666666668,27.458333333333332,27.333333333333332,27.541666666666668,27.458333333333332,27.333333333333332,27.541666666666668,27.458333333333332,27.333333333333332,20.758333333333333,21.316666666666663,21.241666666666664,20.758333333333333,21.316666666666663,21.241666666666664,20.758333333333333,21.316666666666663,21.241666666666664,1012.125,1011.5833333333334,1011.75,66.08333333333333,69.29166666666667,69.54166666666667,4.208333333333333,4.166666666666667,4.0,38.75,24.166666666666668,20.666666666666668
2017-01-18,27.375,27.375,27.375,21.633333333333336,21.633333333333336,21.633333333333336,1013.625,71.29166666666667,4.0,33.125,26.375,27.541666666666668,27.458333333333332,26.375,27.541666666666668,27.458333333333332,26.375,27.541666666666668,27.458333333333332,21.666666666666668,20.758333333333333,21.316666666666663,21.666666666666668,20.758333333333333,21.316666666666663,21.666666666666668,20.758333333333333,21.316666666666663,1014.4583333333334,1012.125,1011.5833333333334,76.45833333333333,66.08333333333333,69.29166666666667,4.0,4.208333333333333,4.166666666666667,45.0,38.75,24.166666666666668
2017-01-19,27.75,27.75,27.75,21.141666666666673,21.141666666666673,21.141666666666673,1013.4166666666666,66.95833333333333,4.541666666666667,38.125,27.375,26.375,27.541666666666668,27.375,26.375,27.541666666666668,27.375,26.375,27.541666666666668,21.633333333333336,21.666666666666668,20.758333333333333,21.633333333333336,21.666666666666668,20.758333333333333,21.633333333333336,21.666666666666668,20.758333333333333,1013.625,1014.4583333333334,1012.125,71.29166666666667,76.45833333333333,66.08333333333333,4.0,4.0,4.208333333333333,33.125,45.0,38.75
2017-01-20,27.708333333333332,27.708333333333332,27.708333333333332,20.80833333333334,20.80833333333334,20.80833333333334,1014.1666666666666,65.5,3.5416666666666665,27.5,27.75,27.375,26.375,27.75,27.375,26.375,27.75,27.375,26.375,21.141666666666673,21.633333333333336,21.666666666666668,21.141666666666673,21.633333333333336,21.666666666666668,21.141666666666673,21.633333333333336,21.666666666666668,1013.4166666666666,1013.625,1014.4583333333334,66.95833333333333,71.29166666666667,76.45833333333333,4.541666666666667,4.0,4.0,38.125,33.125,45.0
2017-01-21,27.791666666666668,27.791666666666668,27.791666666666668,21.1,21.1,21.1,1013.9583333333334,66.54166666666667,4.333333333333333,29.166666666666668,27.708333333333332,27.75,27.375,27.708333333333332,27.75,27.375,27.708333333333332,27.75,27.375,20.80833333333334,21.141666666666673,21.633333333333336,20.80833333333334,21.141666666666673,21.633333333333336,20.80833333333334,21.141666666666673,21.633333333333336,1014.1666666666666,1013.4166666666666,1013.625,65.5,66.95833333333333,71.29166666666667,3.5416666666666665,4.541666666666667,4.0,27.5,38.125,33.125
2017-01-22,28.0,28.0,28.0,21.34166666666667,21.34166666666667,21.34166666666667,1013.125,66.70833333333333,4.833333333333333,31.666666666666668,27.791666666666668,27.708333333333332,27.75,27.791666666666668,27.708333333333332,27.75,27.791666666666668,27.708333333333332,27.75,21.1,20.80833333333334,21.141666666666673,21.1,20.80833333333334,21.141666666666673,21.1,20.80833333333334,21.141666666666673,1013.9583333333334,1014.1666666666666,1013.4166666666666,66.54166666666667,65.5,66.95833333333333,4.333333333333333,3.5416666666666665,4.541666666666667,29.166666666666668,27.5,38.125
2017-01-23,27.666666666666668,27.666666666666668,27.666666666666668,21.783333333333328,21.783333333333328,21.783333333333328,1013.4166666666666,70.58333333333333,4.583333333333333,23.333333333333332,28.0,27.791666666666668,27.708333333333332,28.0,27.791666666666668,27.708333333333332,28.0,27.791666666666668,27.708333333333332,21.34166666666667,21.1,20.80833333333334,21.34166666666667,21.1,20.80833333333334,21.34166666666667,21.1,20.80833333333334,1013.125,1013.9583333333334,1014.1666666666666,66.70833333333333,66.54166666666667,65.5,4.833333333333333,4.333333333333333,3.5416666666666665,31.666666666666668,29.166666666666668,27.5
2017-01-24,27.416666666666668,27.416666666666668,27.416666666666668,23.816666666666663,23.816666666666663,23.816666666666663,1019.2083333333334,82.0,5.916666666666667,29.166666666666668,27.666666666666668,28.0,27.791666666666668,27.666666666666668,28.0,27.791666666666668,27.666666666666668,28.0,27.791666666666668,21.783333333333328,21.34166666666667,21.1,21.783333333333328,21.34166666666667,21.1,21.783333333333328,21.34166666666667,21.1,1013.4166666666666,1013.125,1013.9583333333334,70.58333333333333,66.70833333333333,66.54166666666667,4.583333333333333,4.833333333333333,4.333333333333333,23.333333333333332,31.666666666666668,29.166666666666668
2017-01-25,27.458333333333332,27.458333333333332,27.458333333333332,24.966666666666665,24.966666666666665,24.966666666666665,1024.0,87.54166666666667,5.125,47.5,27.416666666666668,27.666666666666668,28.0,27.416666666666668,27.666666666666668,28.0,27.416666666666668,27.666666666666668,28.0,23.816666666666663,21.783333333333328,21.34166666666667,23.816666666666663,21.783333333333328,21.34166666666667,23.816666666666663,21.783333333333328,21.34166666666667,1019.2083333333334,1013.4166666666666,1013.125,82.0,70.58333333333333,66.70833333333333,5.916666666666667,4.583333333333333,4.833333333333333,29.166666666666668,23.333333333333332,31.666666666666668
